1.38778e-17	-1.04083e-17	1.38778e-17	0	0	0	3.46945e-18	0	3.46945e-18	0	3.46945e-18	3.46945e-18	3.46945e-18	0	3.46945e-18	0	4.16334e-17	4.51028e-17	4.51028e-17	1.56125e-16	1.80411e-16	1.8735e-16	1.70003e-16	1.59595e-16	1.17961e-16	5.20417e-17	3.81639e-17	-3.46945e-18	-6.93889e-18	-6.93889e-18	-1.04083e-17	-6.93889e-18	-1.04083e-17	-1.04083e-17	-1.04083e-17	-1.04083e-17	0	0	-6.93889e-18	-4.51028e-17	1.38778e-17	
0.00640042	0.00606655	0.00571977	0.00535237	0.00496425	0.00455688	0.00413433	0.00370452	0.00327902	0.00287041	0.00248943	0.00214345	0.00183668	0.00157114	0.00134734	0.00116441	0.00102027	0.000912177	0.000837389	0.000793594	0.000779214	0.000793684	0.000837616	0.000912682	0.00102124	0.00116594	0.00134941	0.00157373	0.00183984	0.00214722	0.00249374	0.00287513	0.00328411	0.00371013	0.00414071	0.00456419	0.0049726	0.0053616	0.00572915	0.00607411	0.00640039	
0.0060804	0.00576325	0.0054339	0.00508494	0.00471625	0.00432923	0.00392777	0.0035194	0.00311513	0.00272692	0.00236498	0.00203631	0.00174489	0.00149266	0.00128008	0.00110632	0.00096941	0.000866738	0.0007957	0.0007541	0.00074044	0.000754185	0.000795915	0.000867217	0.000970334	0.00110778	0.00128205	0.00149512	0.0017479	0.00203989	0.00236907	0.0027314	0.00311996	0.00352473	0.00393383	0.00433618	0.00472419	0.00509371	0.00544282	0.00577044	0.00608037	
0.00643675	0.00626231	0.00606485	0.00583831	0.00558145	0.00529427	0.0049786	0.00463884	0.0042819	0.00391594	0.00354932	0.00319026	0.00284667	0.00252605	0.00223521	0.00198012	0.00176568	0.00159572	0.00147305	0.00139924	0.00137478	0.00139971	0.00147396	0.00159707	0.00176754	0.00198254	0.00223817	0.00252945	0.00285051	0.00319457	0.00355404	0.00392093	0.00428714	0.00464439	0.00498452	0.00530053	0.00558803	0.00584502	0.0060712	0.00626721	0.00643679	
0.00643504	0.00625306	0.00604854	0.00581535	0.00555229	0.00525944	0.00493873	0.00459474	0.00423458	0.00386661	0.00349933	0.0031409	0.00279906	0.00248104	0.00219337	0.00194168	0.00173056	0.00156352	0.0014431	0.00137071	0.00134673	0.00137116	0.00144398	0.00156483	0.00173238	0.00194406	0.00219628	0.0024844	0.00280287	0.00314518	0.00350403	0.00387159	0.00423981	0.00460029	0.00494467	0.00526575	0.00555895	0.00582218	0.00605504	0.00625808	0.00643507	
0.00643689	0.00634389	0.00622237	0.00606724	0.00587765	0.00565374	0.00539689	0.00511014	0.00479829	0.00446722	0.00412367	0.00377523	0.00343034	0.00309787	0.00278677	0.00250587	0.00226354	0.00206728	0.00192332	0.00183578	0.0018066	0.00183624	0.00192419	0.00206846	0.00226503	0.00250773	0.00278902	0.00310043	0.00343322	0.00377847	0.00412723	0.004471	0.00480223	0.00511425	0.00540113	0.00565802	0.00588191	0.00607139	0.00622621	0.006347	0.00643716	
0.00643995	0.00639856	0.00632523	0.00621548	0.00606855	0.00588456	0.00566446	0.00541039	0.00512575	0.00481497	0.00448378	0.00413959	0.00379133	0.00344896	0.00312295	0.00282403	0.0025628	0.00234906	0.00219111	0.00209461	0.00206236	0.00209509	0.002192	0.00235022	0.00256418	0.00282569	0.00312491	0.00345117	0.0037938	0.00414235	0.00448683	0.00481818	0.00512908	0.00541381	0.00566787	0.00588781	0.00607158	0.00621822	0.00632766	0.00640063	0.00644035	
0.00643026	0.00639107	0.00631922	0.00621044	0.00606452	0.00588199	0.00566409	0.0054131	0.00513238	0.0048263	0.00450038	0.00416172	0.00381891	0.00348155	0.00315982	0.00286432	0.0026056	0.00239353	0.00223658	0.00214058	0.00210843	0.00214094	0.00223723	0.00239434	0.00260654	0.00286546	0.00316123	0.00348318	0.00382082	0.00416396	0.00450295	0.00482908	0.00513533	0.00541616	0.00566715	0.00588488	0.00606716	0.00621279	0.00632132	0.00639302	0.00643086	
0.00642506	0.00639096	0.00632354	0.0062187	0.00607652	0.00589777	0.00568382	0.00543696	0.00516047	0.00485856	0.00453659	0.00420146	0.00386157	0.00352639	0.00320606	0.00291121	0.00265254	0.00244014	0.00228271	0.00218633	0.00215403	0.00218663	0.00228325	0.00244076	0.00265323	0.00291206	0.00320715	0.00352769	0.00386314	0.00420337	0.00453885	0.00486105	0.00516314	0.00543975	0.0056866	0.00590036	0.00607882	0.0062207	0.00632533	0.00639274	0.00642577	
0.00642477	0.00639137	0.00632457	0.00622027	0.00607859	0.00590031	0.00568678	0.0054403	0.00516413	0.00486246	0.00454062	0.00420551	0.00386556	0.00353025	0.00320972	0.00291464	0.00265574	0.00244313	0.00228554	0.00218904	0.0021567	0.00218934	0.00228606	0.00244374	0.00265642	0.00291548	0.0032108	0.00353154	0.00386714	0.00420745	0.00454291	0.004865	0.00516686	0.00544315	0.00568961	0.00590294	0.00608093	0.0062223	0.00632638	0.00639317	0.00642552	
0.00642441	0.00639097	0.00632408	0.00621968	0.0060779	0.00589952	0.00568592	0.00543938	0.00516317	0.00486148	0.00453963	0.00420453	0.0038646	0.00352932	0.00320884	0.00291382	0.00265497	0.00244242	0.00228487	0.0021884	0.00215607	0.00218869	0.00228538	0.00244301	0.00265563	0.00291464	0.00320991	0.00353061	0.00386619	0.00420649	0.00454196	0.00486406	0.00516595	0.00544228	0.00568881	0.0059022	0.00608028	0.00622175	0.00632592	0.0063928	0.00642519	
0.00642442	0.00639084	0.00632383	0.0062193	0.0060774	0.00589891	0.00568521	0.00543858	0.0051623	0.00486053	0.00453864	0.00420351	0.00386357	0.00352829	0.00320784	0.00291285	0.00265404	0.00244153	0.00228401	0.00218756	0.00215523	0.00218785	0.00228452	0.00244212	0.00265471	0.00291368	0.00320891	0.0035296	0.00386517	0.00420549	0.00454099	0.00486314	0.0051651	0.00544151	0.00568813	0.00590162	0.00607981	0.00622139	0.00632568	0.00639268	0.0064252	
0.00642454	0.00639084	0.00632372	0.00621911	0.00607712	0.00589854	0.00568476	0.00543805	0.00516168	0.00485984	0.00453788	0.0042027	0.00386272	0.00352741	0.00320694	0.00291194	0.00265314	0.00244063	0.00228312	0.00218668	0.00215435	0.00218697	0.00228364	0.00244123	0.00265382	0.00291279	0.00320804	0.00352875	0.00386436	0.00420473	0.00454029	0.00486252	0.00516455	0.00544104	0.00568774	0.00590131	0.00607958	0.00622123	0.00632561	0.0063927	0.00642533	
