479.7	479.7	21.888	21.888	8808.42	8808.42
54.2826	486.779	0.000719649	20.7938	515.146	7980.34
2.57915	486.753	10.5489	31.1206	50.1477	7982.66
22.4445	491.08	0.531405	30.6823	404.4	7611.65
9.87993	494.401	0.838011	35.678	182.59	7373.16
2.25511	495.95	0.0734428	38.602	16.5041	7276.68
0.818461	495.819	0.177032	38.5879	5.93154	7286.49
0.145223	496.092	0.0206699	38.8008	1.43218	7271.45
0.0768502	496.143	0.0200313	38.8392	0.854762	7268.34
0.0378448	496.132	0.00185343	38.8341	0.354787	7269.37
0.0283687	496.124	0.00529601	38.8292	0.327201	7269.88
0.00674881	496.13	0.0001156	38.833	0.0723118	7269.67
