479.7	479.7	25.7067	25.7067	8808.42	8808.42
60.635	484.173	0.00350462	24.422	647.058	7848.06
2.33536	484.157	18.1704	41.9664	44.0743	7850.12
36.815	486.734	1.65848	41.4121	611.077	7285.06
29.03	489.791	1.47629	50.7682	491.867	6930.87
6.30353	507.302	0.210297	84.5782	43.7684	5718.93
2.5345	506.292	0.512104	84.1399	15.8659	5759.9
1.21504	507.777	0.124278	85.9683	12.9528	5680.57
1.17667	507.835	0.107842	86.0216	12.7971	5677.73
0.664272	508.284	0.0583204	86.4373	6.26675	5651.06
0.157585	507.976	0.0702947	86.1187	3.48618	5661.09
0.0415932	508.14	0.00776331	86.2708	0.546872	5652.55
0.0188559	508.166	0.00387429	86.2935	0.278446	5651.36
0.00925891	508.154	0.000877188	86.2834	0.0740783	5651.8
