45.8065	44.7442	43.85	43.0976	42.4816	42.0193	41.7549	41.7675	42.1872	43.2192	45.1574	48.2079	48.2079	-5.77494e-08	-5.77494e-08	-5.77494e-08	-5.77494e-08	5.57138	5.57138	8.48871	10.3507	11.2352	11.4555	11.2663	10.8354	10.2661	9.61966	8.93192	8.22337	7.50547	6.78445	6.0635	5.34408	4.62673	3.91147	3.19812	2.48639	1.77599	1.06664	0.358147	-0.358147	
45.8065	44.7442	43.85	43.0976	42.4816	42.0193	41.7549	41.7675	42.1872	43.2192	45.1574	48.2079	48.2079	2.46034e-07	2.46034e-07	2.46034e-07	2.46034e-07	5.57138	5.57138	8.4887	10.3507	11.2352	11.4555	11.2662	10.8354	10.2661	9.61966	8.93192	8.22336	7.50547	6.78445	6.0635	5.34408	4.62673	3.91147	3.19812	2.48639	1.77598	1.06664	0.358146	-0.358146	
40.2495	39.2258	38.3402	37.5683	36.9024	36.3528	35.9517	35.7618	35.8933	36.5355	38.0133	40.8462	40.8462	2.20999e-07	2.20999e-07	2.20999e-07	2.20999e-07	7.16429	7.16429	9.885	11.2545	11.7459	11.7127	11.3754	10.8644	10.2554	9.59216	8.89973	8.19249	7.4785	6.76216	6.04572	5.33028	4.61624	3.90364	3.19237	2.48224	1.77305	1.06462	0.356802	-0.356801	
40.2495	39.2258	38.3402	37.5683	36.9024	36.3528	35.9517	35.7618	35.8933	36.5355	38.0133	40.8462	40.8462	-1.49196e-07	-1.49196e-07	-1.49196e-07	-1.49196e-07	7.16429	7.16429	9.885	11.2545	11.7459	11.7127	11.3754	10.8644	10.2554	9.59216	8.89973	8.19249	7.4785	6.76215	6.04572	5.33028	4.61624	3.90364	3.19237	2.48224	1.77305	1.06462	0.356802	-0.356802	
36.952	35.9521	35.0716	34.2874	33.5894	32.9821	32.4873	32.1509	32.0566	32.3524	33.2986	35.3337	35.3337	-4.81849e-08	-4.81849e-08	-4.81849e-08	-4.81849e-08	9.19323	9.19323	11.0861	11.9165	12.0888	11.8757	11.441	10.8797	10.2466	9.57355	8.87869	8.17262	7.46129	6.74799	6.03448	5.32159	4.60965	3.89874	3.18879	2.47966	1.77122	1.06334	0.355929	-0.355929	
36.952	35.9521	35.0716	34.2874	33.5894	32.9821	32.4873	32.1509	32.0566	32.3524	33.2986	35.3337	35.3337	1.19536e-07	1.19536e-07	1.19536e-07	1.19536e-07	9.19323	9.19323	11.0861	11.9165	12.0888	11.8757	11.441	10.8797	10.2466	9.57355	8.87869	8.17262	7.46129	6.74799	6.03448	5.32159	4.60965	3.89874	3.18879	2.47966	1.77122	1.06334	0.355929	-0.355929	
34.6306	33.6471	32.7702	31.9773	31.2567	30.6084	30.0456	29.6007	29.3344	29.3563	29.8606	31.1756	31.1756	-3.49335e-08	-3.49335e-08	-3.49335e-08	-3.49335e-08	10.7945	10.7945	11.9952	12.4096	12.3439	11.9985	11.4922	10.8936	10.2423	9.56145	8.86436	8.15877	7.44912	6.7379	6.02641	5.31531	4.60488	3.89518	3.18617	2.47777	1.76987	1.06239	0.355261	-0.355261	
34.6306	33.6471	32.7702	31.9773	31.2567	30.6084	30.0456	29.6007	29.3344	29.3563	29.8606	31.1756	31.1756	8.72102e-08	8.72102e-08	8.72102e-08	8.72102e-08	10.7945	10.7945	11.9952	12.4096	12.3439	11.9985	11.4922	10.8936	10.2423	9.56145	8.86436	8.15877	7.44912	6.7379	6.02641	5.31531	4.60488	3.89518	3.18617	2.47777	1.76987	1.06239	0.355261	-0.355261	
32.9563	31.9844	31.1099	30.311	29.5744	28.8969	28.2855	27.7618	27.3692	27.1868	27.3561	28.116	28.116	1.0071e-07	1.0071e-07	1.0071e-07	1.0071e-07	11.9693	11.9693	12.6588	12.7707	12.5325	12.0908	11.5319	10.9055	10.2404	9.55342	8.85436	8.14891	7.44035	6.73055	6.02049	5.31069	4.60135	3.89254	3.18422	2.47635	1.76886	1.06167	0.354746	-0.354746	
32.9563	31.9844	31.1099	30.311	29.5744	28.8969	28.2855	27.7618	27.3692	27.1868	27.3561	28.116	28.116	-6.86538e-08	-6.86538e-08	-6.86538e-08	-6.86538e-08	11.9693	11.9693	12.6588	12.7707	12.5325	12.0908	11.5319	10.9055	10.2404	9.55342	8.85436	8.14891	7.44035	6.73055	6.02049	5.31069	4.60135	3.89254	3.18422	2.47635	1.76886	1.06167	0.354746	-0.354746	
