479.7	479.7	25.7067	25.7067	8808.42	8808.42
60.635	484.173	0.00350462	24.422	647.058	7848.06
2.11166	484.159	18.1031	41.9052	39.8569	7849.93
8.84856	484.635	13.3897	42.0233	139.152	7678.97
3.38635	497.995	4.94254	71.6188	92.5379	6291.79
3.90639	505.724	1.31961	82.6413	31.9591	5811.92
0.883772	506.077	0.806591	84.3812	20.4778	5764.39
0.802154	507.478	0.272294	85.7088	6.7996	5695.04
0.326842	508.641	0.263977	86.7829	7.62128	5637.17
0.336221	508.837	0.267989	86.9332	7.20035	5624.16
0.0533626	508.084	0.0377443	86.2162	1.53865	5656.08
0.0350492	508.149	0.00437024	86.2787	0.316194	5652.17
0.00556091	508.153	0.00420107	86.28	0.0807997	5651.97
0.00513657	508.154	0.00156507	86.2822	0.0399481	5651.85
0.000662082	508.151	0.000832466	86.2802	0.00746038	5651.91
0.000856072	508.15	0.000452675	86.2797	0.00598098	5651.94
0.000254343	508.149	0.000388301	86.2791	0.00184894	5651.97
0.000367122	508.149	0.000293819	86.2789	0.00700563	5651.98
0.00017594	508.15	0.000200511	86.2798	0.00358262	5651.94
0.000186961	508.15	0.000151152	86.2797	0.00414067	5651.94
6.55936e-05	508.149	6.74339e-05	86.2793	0.00139366	5651.96
3.41024e-05	508.15	2.41732e-05	86.2793	0.000629064	5651.96
1.83118e-05	508.15	1.54817e-05	86.2794	0.000451287	5651.96
3.63685e-06	508.15	6.18651e-07	86.2794	4.32267e-05	5651.96
1.26746e-06	508.15	8.37447e-07	86.2794	5.43389e-05	5651.96
6.63449e-07	508.15	1.36666e-07	86.2794	1.72444e-05	5651.96
1.8516e-07	508.15	7.93937e-08	86.2794	1.35159e-05	5651.96
9.42553e-08	508.15	1.79136e-08	86.2794	1.62538e-05	5651.96
3.44807e-08	508.15	1.79173e-08	86.2794	4.99637e-07	5651.96
1.74372e-08	508.15	6.42468e-09	86.2794	3.66428e-06	5651.96
2.3752e-08	508.15	5.01313e-09	86.2794	1.65942e-05	5651.96
2.87976e-08	508.15	3.1392e-09	86.2794	5.873e-06	5651.96
1.1935e-08	508.15	4.91849e-09	86.2794	3.53701e-06	5651.96
3.22731e-08	508.15	3.82518e-09	86.2794	3.99008e-07	5651.96
2.84027e-08	508.15	5.02311e-09	86.2794	2.22713e-06	5651.96
2.56826e-08	508.15	9.24593e-10	86.2794	1.28234e-06	5651.96
1.01386e-08	508.15	9.89817e-10	86.2794	3.95645e-07	5651.96
3.50823e-08	508.15	1.97219e-09	86.2794	7.99529e-07	5651.96
